institution_id,institution_name,uoa_id,uoa_name,submission_fte,output_count,aggregate_ref_score
10007799,University of Newcastle upon Tyne,5,Biological Sciences,56.6,100,3.39
10007799,University of Newcastle upon Tyne,6,"Agriculture, Food and Veterinary Sciences",36.8,100,3.15
10007799,University of Newcastle upon Tyne,7,Earth Systems and Environmental Sciences,33.6,100,3.38
10007799,University of Newcastle upon Tyne,8,Chemistry,34,100,3.47
10007799,University of Newcastle upon Tyne,10,Mathematical Sciences,47.8,100,3.18
10007799,University of Newcastle upon Tyne,11,Computer Science and Informatics,49.8,100,3.44
10007799,University of Newcastle upon Tyne,12,Engineering,175.95,100,3.42
10007799,University of Newcastle upon Tyne,13,"Architecture, Built Environment and Planning",63.65,100,3.36
10007799,University of Newcastle upon Tyne,14,Geography and Environmental Studies,56.3,100,3.35
10007799,University of Newcastle upon Tyne,15,Archaeology,18.4,100,3.21
10007799,University of Newcastle upon Tyne,17,Business and Management Studies,121.6,100,3.06
10007799,University of Newcastle upon Tyne,18,Law,34.6,100,3.05
10007799,University of Newcastle upon Tyne,19,Politics and International Studies,34.1,100,3.03
10007799,University of Newcastle upon Tyne,20,Social Work and Social Policy,7.5,100,3.33
10007799,University of Newcastle upon Tyne,21,Sociology,24.5,100,3.08
10007799,University of Newcastle upon Tyne,23,Education,16.7,100,2.99
10007799,University of Newcastle upon Tyne,26,Modern Languages and Linguistics,69.4,100,3.41
10007799,University of Newcastle upon Tyne,27,English Language and Literature,46.9,100,3.77
10007799,University of Newcastle upon Tyne,28,History,44.4,100,2.82
10007799,University of Newcastle upon Tyne,29,Classics,15.8,100,3.02
10007799,University of Newcastle upon Tyne,32,"Art and Design: History, Practice and Theory",27.4,100,3.46
10007799,University of Newcastle upon Tyne,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",18.5,100,3.33
10007799,University of Newcastle upon Tyne,34,"Communication, Cultural and Media Studies, Library and Information Management",38.8,100,3.43
10007832,Newman University,4,"Psychology, Psychiatry and Neuroscience",10.5,70,1.19
10007832,Newman University,20,Social Work and Social Policy,11,50,2.15
10007832,Newman University,23,Education,10.7,20,1.72
10007832,Newman University,24,"Sport and Exercise Sciences, Leisure and Tourism",8.6,95,2.43
10007832,Newman University,27,English Language and Literature,6.5,100,2.87
10007832,Newman University,28,History,6,100,2.22
10007832,Newman University,31,Theology and Religious Studies,3.6,80,2.16
10007138,"University of Northampton, The",2,"Public Health, Health Services and Primary Care",7.1,90,1.95
10007138,"University of Northampton, The",4,"Psychology, Psychiatry and Neuroscience",18.6,100,2.09
10007138,"University of Northampton, The",5,Biological Sciences,9,100,2.21
10007138,"University of Northampton, The",12,Engineering,20.8,100,2.03
10007138,"University of Northampton, The",14,Geography and Environmental Studies,11,100,2.12
10007138,"University of Northampton, The",16,Economics and Econometrics,8.5,100,1.2
10007138,"University of Northampton, The",17,Business and Management Studies,23,100,2.44
10007138,"University of Northampton, The",21,Sociology,9.6,100,1.91
10007138,"University of Northampton, The",23,Education,15.8,100,2.54
10007138,"University of Northampton, The",27,English Language and Literature,8.7,100,2.9
10007138,"University of Northampton, The",28,History,8,100,2.85
10007138,"University of Northampton, The",32,"Art and Design: History, Practice and Theory",10.6,100,2.23
10001282,University of Northumbria at Newcastle,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",123.5,55,3.3
10001282,University of Northumbria at Newcastle,4,"Psychology, Psychiatry and Neuroscience",61.8,95,2.85
10001282,University of Northumbria at Newcastle,11,Computer Science and Informatics,64.41,90,2.81
10001282,University of Northumbria at Newcastle,12,Engineering,121.41,95,3.09
10001282,University of Northumbria at Newcastle,13,"Architecture, Built Environment and Planning",49.8,85,2.79
10001282,University of Northumbria at Newcastle,14,Geography and Environmental Studies,79.6,100,3.24
10001282,University of Northumbria at Newcastle,17,Business and Management Studies,158.9,75,2.79
10001282,University of Northumbria at Newcastle,18,Law,77.01,75,2.9
10001282,University of Northumbria at Newcastle,20,Social Work and Social Policy,79.1,75,3.06
10001282,University of Northumbria at Newcastle,24,"Sport and Exercise Sciences, Leisure and Tourism",53,75,3.42
10001282,University of Northumbria at Newcastle,27,English Language and Literature,44.5,95,3.32
10001282,University of Northumbria at Newcastle,28,History,37.9,100,3.2
10001282,University of Northumbria at Newcastle,32,"Art and Design: History, Practice and Theory",104.91,75,3.17
10004775,Norwich University of the Arts,32,"Art and Design: History, Practice and Theory",18.1,30,2.96
10004797,Nottingham Trent University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",34,65,3.24
10004797,Nottingham Trent University,4,"Psychology, Psychiatry and Neuroscience",58,75,3.02
10004797,Nottingham Trent University,11,Computer Science and Informatics,15.4,70,2.88
10004797,Nottingham Trent University,12,Engineering,47.2,75,3.43
10004797,Nottingham Trent University,13,"Architecture, Built Environment and Planning",18.6,65,3.04
10004797,Nottingham Trent University,14,Geography and Environmental Studies,16.5,65,2.8
10004797,Nottingham Trent University,17,Business and Management Studies,57.5,80,2.86
10004797,Nottingham Trent University,18,Law,18.1,100,3.34
10004797,Nottingham Trent University,20,Social Work and Social Policy,17.2,65,2.82
10004797,Nottingham Trent University,24,"Sport and Exercise Sciences, Leisure and Tourism",33.4,85,3.13
10004797,Nottingham Trent University,27,English Language and Literature,18,90,3.01
10004797,Nottingham Trent University,28,History,12.35,100,3.24
10004797,Nottingham Trent University,32,"Art and Design: History, Practice and Theory",30.89,75,3.26
10004797,Nottingham Trent University,34,"Communication, Cultural and Media Studies, Library and Information Management",18,95,3.12
10007154,"University of Nottingham, The",1,Clinical Medicine,138.6,100,3.29
10007154,"University of Nottingham, The",2,"Public Health, Health Services and Primary Care",41.26,100,3.44
10007154,"University of Nottingham, The",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",98.71,100,3.53
10007154,"University of Nottingham, The",4,"Psychology, Psychiatry and Neuroscience",93,100,3.29
10007154,"University of Nottingham, The",5,Biological Sciences,94.36,100,3.23
10007154,"University of Nottingham, The",6,"Agriculture, Food and Veterinary Sciences",134.64,100,3.25
10007154,"University of Nottingham, The",8,Chemistry,46.7,100,3.43
10007154,"University of Nottingham, The",9,Physics,63.91,100,3.57
10007154,"University of Nottingham, The",10,Mathematical Sciences,64.5,100,3.42
10007154,"University of Nottingham, The",11,Computer Science and Informatics,46.2,100,3.5
10007154,"University of Nottingham, The",12,Engineering,244.4,100,3.42
10007154,"University of Nottingham, The",14,Geography and Environmental Studies,45,100,3.35
10007154,"University of Nottingham, The",16,Economics and Econometrics,34.8,100,3.52
10007154,"University of Nottingham, The",17,Business and Management Studies,134.7,100,3.16
10007154,"University of Nottingham, The",18,Law,51,100,3.28
10007154,"University of Nottingham, The",19,Politics and International Studies,42.1,100,3.16
10007154,"University of Nottingham, The",20,Social Work and Social Policy,41.8,100,3.32
10007154,"University of Nottingham, The",22,Anthropology and Development Studies,28.03,100,2.72
10007154,"University of Nottingham, The",23,Education,33.1,100,3.4
10007154,"University of Nottingham, The",24,"Sport and Exercise Sciences, Leisure and Tourism",17.28,100,3.48
10007154,"University of Nottingham, The",25,Area Studies,16.7,100,3.49
10007154,"University of Nottingham, The",26,Modern Languages and Linguistics,31.2,100,3.42
10007154,"University of Nottingham, The",27,English Language and Literature,49.7,100,3.56
10007154,"University of Nottingham, The",28,History,40.8,100,3.29
10007154,"University of Nottingham, The",29,Classics,21.8,100,3.24
10007154,"University of Nottingham, The",30,Philosophy,19,100,3.08
10007154,"University of Nottingham, The",31,Theology and Religious Studies,12.5,100,3.26
10007154,"University of Nottingham, The",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",8.9,100,3.43
10007154,"University of Nottingham, The",34,"Communication, Cultural and Media Studies, Library and Information Management",23,100,3.29
10007773,The Open University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",31.21,30,2.91
10007773,The Open University,4,"Psychology, Psychiatry and Neuroscience",25.8,45,2.69
10007773,The Open University,7,Earth Systems and Environmental Sciences,28.9,75,3.29
10007773,The Open University,9,Physics,41.8,90,3.22
10007773,The Open University,10,Mathematical Sciences,22.11,50,3.2
10007773,The Open University,11,Computer Science and Informatics,44.7,55,2.82
10007773,The Open University,12,Engineering,23.4,50,2.81
10007773,The Open University,14,Geography and Environmental Studies,12.5,55,3.01
10007773,The Open University,17,Business and Management Studies,71.61,60,3.14
10007773,The Open University,18,Law,26.81,75,2.23
10007773,The Open University,19,Politics and International Studies,9,60,2.83
10007773,The Open University,20,Social Work and Social Policy,57,55,3.2
10007773,The Open University,22,Anthropology and Development Studies,25.3,80,3.22
10007773,The Open University,23,Education,105.92,65,2.9
10007773,The Open University,27,English Language and Literature,28.9,70,3.34
10007773,The Open University,28,History,18.4,75,3.2
10007773,The Open University,29,Classics,14.8,90,2.93
10007773,The Open University,30,Philosophy,9,100,2.5
10007773,The Open University,31,Theology and Religious Studies,9.1,100,3
10007773,The Open University,32,"Art and Design: History, Practice and Theory",28.8,85,3.25
10007773,The Open University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",14.4,100,3.15
10007774,University of Oxford,1,Clinical Medicine,498.02,95,3.52
10007774,University of Oxford,2,"Public Health, Health Services and Primary Care",134.31,95,3.63
10007774,University of Oxford,4,"Psychology, Psychiatry and Neuroscience",169.15,95,3.62
10007774,University of Oxford,5,Biological Sciences,308.94,105,3.56
10007774,University of Oxford,7,Earth Systems and Environmental Sciences,40.75,110,3.59
10007774,University of Oxford,8,Chemistry,83,105,3.64
10007774,University of Oxford,9,Physics,171.28,110,3.52
10007774,University of Oxford,10,Mathematical Sciences,171.85,105,3.77
10007774,University of Oxford,11,Computer Science and Informatics,73.65,100,3.81
10007774,University of Oxford,12,Engineering,168.5,100,3.67
10007774,University of Oxford,14,Geography and Environmental Studies,95.4,100,3.5
10007774,University of Oxford,15,Archaeology,48.15,105,3.41
10007774,University of Oxford,16,Economics and Econometrics,83.87,120,3.46
10007774,University of Oxford,17,Business and Management Studies,84.2,100,3.45
10007774,University of Oxford,18,Law,138.23,115,3.35
10007774,University of Oxford,19,Politics and International Studies,114.8,130,3.36
10007774,University of Oxford,20,Social Work and Social Policy,26.35,100,3.52
10007774,University of Oxford,21,Sociology,44.2,125,3.55
10007774,University of Oxford,22,Anthropology and Development Studies,48.21,100,3.1
10007774,University of Oxford,22,Anthropology and Development Studies,49.15,105,3.4
10007774,University of Oxford,23,Education,55.3,100,3.6
10007774,University of Oxford,25,Area Studies,88.05,115,3.42
10007774,University of Oxford,26,Modern Languages and Linguistics,105.6,120,3.19
10007774,University of Oxford,26,Modern Languages and Linguistics,34.25,105,2.99
10007774,University of Oxford,27,English Language and Literature,116,130,3.57
10007774,University of Oxford,28,History,172.75,120,3.38
10007774,University of Oxford,29,Classics,90.65,115,3.35
10007774,University of Oxford,30,Philosophy,98.05,115,3.14
10007774,University of Oxford,31,Theology and Religious Studies,55.2,150,3.13
10007774,University of Oxford,32,"Art and Design: History, Practice and Theory",8.16,100,3.85
10007774,University of Oxford,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",28.6,140,3.08
10004930,Oxford Brookes University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",22.4,15,3.09
10004930,Oxford Brookes University,4,"Psychology, Psychiatry and Neuroscience",15.9,75,2.93
10004930,Oxford Brookes University,5,Biological Sciences,43.06,70,3.01
10004930,Oxford Brookes University,11,Computer Science and Informatics,17.3,65,2.72
10004930,Oxford Brookes University,12,Engineering,27.9,80,2.56
10004930,Oxford Brookes University,13,"Architecture, Built Environment and Planning",41.41,50,2.96
10004930,Oxford Brookes University,14,Geography and Environmental Studies,19.98,100,2.85
10004930,Oxford Brookes University,17,Business and Management Studies,46.35,35,2.75
10004930,Oxford Brookes University,18,Law,15.3,80,2.86
10004930,Oxford Brookes University,19,Politics and International Studies,26,95,2.82
10004930,Oxford Brookes University,23,Education,16.6,30,2.86
10004930,Oxford Brookes University,27,English Language and Literature,21.6,95,3.59
10004930,Oxford Brookes University,28,History,32.61,90,2.76
10004930,Oxford Brookes University,32,"Art and Design: History, Practice and Theory",9.6,60,2.68
10004930,Oxford Brookes University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",21.15,75,2.63
10007801,University of Plymouth,1,Clinical Medicine,24.2,100,2.99
10007801,University of Plymouth,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",48.01,100,3.01
10007801,University of Plymouth,4,"Psychology, Psychiatry and Neuroscience",42.5,100,3.05
10007801,University of Plymouth,6,"Agriculture, Food and Veterinary Sciences",19.8,100,3.36
10007801,University of Plymouth,7,Earth Systems and Environmental Sciences,61.5,100,3.16
10007801,University of Plymouth,10,Mathematical Sciences,22,100,2.74
10007801,University of Plymouth,11,Computer Science and Informatics,14.62,100,2.74
10007801,University of Plymouth,12,Engineering,34.3,100,2.99
10007801,University of Plymouth,13,"Architecture, Built Environment and Planning",13,100,3.28
10007801,University of Plymouth,14,Geography and Environmental Studies,27.2,100,2.84
10007801,University of Plymouth,17,Business and Management Studies,31.5,100,2.81
10007801,University of Plymouth,18,Law,15,100,2.9
10007801,University of Plymouth,20,Social Work and Social Policy,14.8,100,3.26
10007801,University of Plymouth,23,Education,25.1,100,2.83
10007801,University of Plymouth,27,English Language and Literature,13.5,100,3.44
10007801,University of Plymouth,28,History,11.5,100,3.11
10007801,University of Plymouth,32,"Art and Design: History, Practice and Theory",14.3,100,2.73
10007801,University of Plymouth,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",7.2,100,3.19
10007155,University of Portsmouth,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40.1,45,3.13
10007155,University of Portsmouth,4,"Psychology, Psychiatry and Neuroscience",45.36,90,2.96
10007155,University of Portsmouth,7,Earth Systems and Environmental Sciences,33.84,75,3.09
10007155,University of Portsmouth,9,Physics,19.8,60,3.58
10007155,University of Portsmouth,10,Mathematical Sciences,19,75,3.13
10007155,University of Portsmouth,11,Computer Science and Informatics,29.8,45,2.89
10007155,University of Portsmouth,12,Engineering,42.2,45,2.69
10007155,University of Portsmouth,14,Geography and Environmental Studies,18.4,80,2.51
10007155,University of Portsmouth,17,Business and Management Studies,93.5,60,3.02
10007155,University of Portsmouth,18,Law,19.6,75,2.54
10007155,University of Portsmouth,20,Social Work and Social Policy,37.3,55,2.95
10007155,University of Portsmouth,24,"Sport and Exercise Sciences, Leisure and Tourism",20.5,60,3.4
10007155,University of Portsmouth,25,Area Studies,73.6,75,3.24
10007155,University of Portsmouth,27,English Language and Literature,27,80,2.84
10007155,University of Portsmouth,32,"Art and Design: History, Practice and Theory",34.01,40,2.97
10007155,University of Portsmouth,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",19.8,50,2.74
10005337,"Queen Margaret University, Edinburgh",2,"Public Health, Health Services and Primary Care",8,85,2.81
10005337,"Queen Margaret University, Edinburgh",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",19.7,25,2.84
10005337,"Queen Margaret University, Edinburgh",4,"Psychology, Psychiatry and Neuroscience",13.8,90,2.3
10005337,"Queen Margaret University, Edinburgh",17,Business and Management Studies,5.4,20,2.16
10005337,"Queen Margaret University, Edinburgh",21,Sociology,8.63,60,1.8
10005337,"Queen Margaret University, Edinburgh",26,Modern Languages and Linguistics,6.6,45,2.95
10005337,"Queen Margaret University, Edinburgh",34,"Communication, Cultural and Media Studies, Library and Information Management",14.67,50,2.86
10007775,Queen Mary University of London,1,Clinical Medicine,222.74,100,3.37
10007775,Queen Mary University of London,2,"Public Health, Health Services and Primary Care",34.75,100,3.29
10007775,Queen Mary University of London,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",40.93,100,3.33
10007775,Queen Mary University of London,5,Biological Sciences,52.7,100,3.28
10007775,Queen Mary University of London,8,Chemistry,15.5,100,3.5
10007775,Queen Mary University of London,9,Physics,48,100,3.29
10007775,Queen Mary University of London,10,Mathematical Sciences,58.2,100,3.3
10007775,Queen Mary University of London,11,Computer Science and Informatics,68.8,100,3.65
10007775,Queen Mary University of London,12,Engineering,71.5,100,3.54
10007775,Queen Mary University of London,14,Geography and Environmental Studies,36.1,100,3.32
10007775,Queen Mary University of London,16,Economics and Econometrics,44.35,100,3.44
10007775,Queen Mary University of London,17,Business and Management Studies,62.91,100,3.3
10007775,Queen Mary University of London,18,Law,79.4,100,3.34
10007775,Queen Mary University of London,19,Politics and International Studies,39.2,100,3.45
10007775,Queen Mary University of London,26,Modern Languages and Linguistics,15,100,3.36
10007775,Queen Mary University of London,26,Modern Languages and Linguistics,26.3,100,3.21
10007775,Queen Mary University of London,27,English Language and Literature,48.95,100,3.4
10007775,Queen Mary University of London,28,History,45.3,100,3.47
10007775,Queen Mary University of London,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",16.5,100,3.7
10007775,Queen Mary University of London,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",12.75,100,3.56
10005343,Queen's University of Belfast,2,"Public Health, Health Services and Primary Care",42,100,3.16
10005343,Queen's University of Belfast,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",149.36,100,3.53
10005343,Queen's University of Belfast,4,"Psychology, Psychiatry and Neuroscience",34,100,2.64
10005343,Queen's University of Belfast,6,"Agriculture, Food and Veterinary Sciences",72.8,100,3.55
10005343,Queen's University of Belfast,8,Chemistry,30.3,100,3.27
10005343,Queen's University of Belfast,9,Physics,49.7,100,3.23
10005343,Queen's University of Belfast,10,Mathematical Sciences,19,100,3.18
10005343,Queen's University of Belfast,12,Engineering,140,100,3.32
10005343,Queen's University of Belfast,13,"Architecture, Built Environment and Planning",27.4,100,3.06
10005343,Queen's University of Belfast,14,Geography and Environmental Studies,19.5,100,2.97
10005343,Queen's University of Belfast,15,Archaeology,11.7,100,3.31
10005343,Queen's University of Belfast,17,Business and Management Studies,68,100,3.08
10005343,Queen's University of Belfast,18,Law,45,100,3.41
10005343,Queen's University of Belfast,19,Politics and International Studies,32.9,100,3.06
10005343,Queen's University of Belfast,20,Social Work and Social Policy,47.2,100,3.34
10005343,Queen's University of Belfast,22,Anthropology and Development Studies,9.9,100,2.95
10005343,Queen's University of Belfast,23,Education,31.4,100,3.3
10005343,Queen's University of Belfast,26,Modern Languages and Linguistics,23.4,100,3.02
10005343,Queen's University of Belfast,27,English Language and Literature,36.8,100,3.18
10005343,Queen's University of Belfast,28,History,34,100,3.29
10005343,Queen's University of Belfast,30,Philosophy,5.5,100,2.98
10005343,Queen's University of Belfast,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",34,100,3.2
10005389,Ravensbourne University London,32,"Art and Design: History, Practice and Theory",20.4,95,2.2
10007802,The University of Reading,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",54.92,100,3.23
10007802,The University of Reading,4,"Psychology, Psychiatry and Neuroscience",44.9,100,3.32
10007802,The University of Reading,5,Biological Sciences,15.7,100,2.8
10007802,The University of Reading,6,"Agriculture, Food and Veterinary Sciences",77.15,100,3.05
10007802,The University of Reading,7,Earth Systems and Environmental Sciences,83.9,100,3.56
10007802,The University of Reading,8,Chemistry,15.93,100,3.06
10007802,The University of Reading,10,Mathematical Sciences,19.4,100,3.34
10007802,The University of Reading,11,Computer Science and Informatics,10.4,100,3.07
10007802,The University of Reading,13,"Architecture, Built Environment and Planning",58.9,100,3.34
10007802,The University of Reading,15,Archaeology,18.8,100,3.66
10007802,The University of Reading,17,Business and Management Studies,100.75,100,3.17
10007802,The University of Reading,18,Law,27.5,100,2.92
10007802,The University of Reading,19,Politics and International Studies,16.6,100,3.27
10007802,The University of Reading,22,Anthropology and Development Studies,19,100,3.31
10007802,The University of Reading,23,Education,12.6,100,3.05
10007802,The University of Reading,26,Modern Languages and Linguistics,24.7,100,3.28
10007802,The University of Reading,27,English Language and Literature,28,100,3.24
10007802,The University of Reading,28,History,16.8,100,3.05
10007802,The University of Reading,29,Classics,12.5,100,3.06
10007802,The University of Reading,30,Philosophy,7.25,100,2.95
10007802,The University of Reading,32,"Art and Design: History, Practice and Theory",11.25,100,2.97
10007802,The University of Reading,32,"Art and Design: History, Practice and Theory",10.2,100,3.55
10007802,The University of Reading,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",12.6,100,3.34
10005500,Robert Gordon University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",28.66,15,2.53
10005500,Robert Gordon University,11,Computer Science and Informatics,10,30,2.64
10005500,Robert Gordon University,12,Engineering,15.8,35,2.58
10005500,Robert Gordon University,13,"Architecture, Built Environment and Planning",9,35,2.37
10005500,Robert Gordon University,17,Business and Management Studies,7.4,15,2.56
10005500,Robert Gordon University,32,"Art and Design: History, Practice and Theory",4.2,20,2.31
10005500,Robert Gordon University,34,"Communication, Cultural and Media Studies, Library and Information Management",9,30,2.64
10007776,Roehampton University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",19.5,100,3.06
10007776,Roehampton University,4,"Psychology, Psychiatry and Neuroscience",28.4,100,2.92
10007776,Roehampton University,17,Business and Management Studies,18.7,100,2.91
10007776,Roehampton University,21,Sociology,29.85,100,2.94
10007776,Roehampton University,23,Education,14.7,100,3.24
10007776,Roehampton University,27,English Language and Literature,29.5,100,3.24
10007776,Roehampton University,28,History,19,100,3.07
10007776,Roehampton University,31,Theology and Religious Studies,10.6,100,2.78
10007776,Roehampton University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",14.2,100,3.57
10007776,Roehampton University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",13.9,100,3.41
10007776,Roehampton University,34,"Communication, Cultural and Media Studies, Library and Information Management",19.9,100,3.24
10005523,Rose Bruford College of Theatre and Performance,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",8.9,30,2.35
10007835,The Royal Academy of Music,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",22.19,100,2.45
10005545,The Royal Agricultural University,6,"Agriculture, Food and Veterinary Sciences",16.7,85,2.33
10007816,The Royal Central School of Speech and Drama,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",30.5,100,3.67
10007777,Royal College of Art(The),32,"Art and Design: History, Practice and Theory",122.25,100,2.99
10007778,Royal College of Music,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",22.28,90,3.01
10005561,Royal Conservatoire of Scotland,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",26.41,30,2.83
10005553,Royal Holloway and Bedford New College,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",8.6,90,2.93
10005553,Royal Holloway and Bedford New College,4,"Psychology, Psychiatry and Neuroscience",31.3,100,3.62
10005553,Royal Holloway and Bedford New College,5,Biological Sciences,28.35,100,3.16
10005553,Royal Holloway and Bedford New College,7,Earth Systems and Environmental Sciences,26.13,100,3.1
10005553,Royal Holloway and Bedford New College,9,Physics,19.1,100,3.2
10005553,Royal Holloway and Bedford New College,10,Mathematical Sciences,19,100,2.96
10005553,Royal Holloway and Bedford New College,11,Computer Science and Informatics,38.1,100,3.5
10005553,Royal Holloway and Bedford New College,12,Engineering,17.3,100,2.95
10005553,Royal Holloway and Bedford New College,14,Geography and Environmental Studies,34.3,95,3.5
10005553,Royal Holloway and Bedford New College,16,Economics and Econometrics,27,100,3.35
10005553,Royal Holloway and Bedford New College,17,Business and Management Studies,71.13,100,3.12
10005553,Royal Holloway and Bedford New College,19,Politics and International Studies,28,95,3.55
10005553,Royal Holloway and Bedford New College,20,Social Work and Social Policy,28.5,100,2.97
10005553,Royal Holloway and Bedford New College,26,Modern Languages and Linguistics,18.5,100,3.44
10005553,Royal Holloway and Bedford New College,27,English Language and Literature,32.05,100,3.46
10005553,Royal Holloway and Bedford New College,28,History,45.34,100,3.26
10005553,Royal Holloway and Bedford New College,30,Philosophy,9,100,2.72
10005553,Royal Holloway and Bedford New College,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",31.8,100,3.68
10005553,Royal Holloway and Bedford New College,34,"Communication, Cultural and Media Studies, Library and Information Management",17.7,100,3.49
10007837,Royal Northern College of Music,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",19.61,100,2.76
10007779,The Royal Veterinary College,6,"Agriculture, Food and Veterinary Sciences",159.75,100,3.3
10007156,"University of Salford, The",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",79.71,30,3.01
10007156,"University of Salford, The",7,Earth Systems and Environmental Sciences,24,75,3.11
10007156,"University of Salford, The",11,Computer Science and Informatics,16,60,2.76
10007156,"University of Salford, The",12,Engineering,34.8,55,2.9
10007156,"University of Salford, The",13,"Architecture, Built Environment and Planning",42.03,50,3.12
10007156,"University of Salford, The",17,Business and Management Studies,13,15,2.62
10007156,"University of Salford, The",20,Social Work and Social Policy,18.53,40,3.18
10007156,"University of Salford, The",25,Area Studies,12.6,85,3.25
10007156,"University of Salford, The",27,English Language and Literature,15,70,2.78
10007156,"University of Salford, The",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",15.65,30,2.78
10007156,"University of Salford, The",34,"Communication, Cultural and Media Studies, Library and Information Management",19.2,35,3.21
10007780,School of Oriental and African Studies,17,Business and Management Studies,19.5,100,3.11
10007780,School of Oriental and African Studies,18,Law,23.6,100,3.45
10007780,School of Oriental and African Studies,19,Politics and International Studies,30,100,3.34
10007780,School of Oriental and African Studies,22,Anthropology and Development Studies,18.1,100,3.42
10007780,School of Oriental and African Studies,22,Anthropology and Development Studies,45.7,100,2.8
10007780,School of Oriental and African Studies,25,Area Studies,10,100,3.4
10007780,School of Oriental and African Studies,26,Modern Languages and Linguistics,24.8,100,3.37
10007780,School of Oriental and African Studies,28,History,25,100,3.16
10007780,School of Oriental and African Studies,31,Theology and Religious Studies,19.25,100,3.34
10007780,School of Oriental and African Studies,32,"Art and Design: History, Practice and Theory",12.8,100,3.59
10007780,School of Oriental and African Studies,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",7.2,100,3.61
10007780,School of Oriental and African Studies,34,"Communication, Cultural and Media Studies, Library and Information Management",13,100,3.25
10007157,The University of Sheffield,1,Clinical Medicine,109.7,100,3.26
10007157,The University of Sheffield,2,"Public Health, Health Services and Primary Care",78.19,100,3.34
10007157,The University of Sheffield,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",147.82,100,3.49
10007157,The University of Sheffield,4,"Psychology, Psychiatry and Neuroscience",33,100,3.45
10007157,The University of Sheffield,5,Biological Sciences,78.1,100,3.59
10007157,The University of Sheffield,8,Chemistry,34.2,100,3.47
10007157,The University of Sheffield,9,Physics,34.65,100,3.65
10007157,The University of Sheffield,10,Mathematical Sciences,48.5,100,3.43
10007157,The University of Sheffield,11,Computer Science and Informatics,56.75,100,3.59
10007157,The University of Sheffield,12,Engineering,258.46,100,3.53
10007157,The University of Sheffield,13,"Architecture, Built Environment and Planning",76.5,100,3.58
10007157,The University of Sheffield,14,Geography and Environmental Studies,45.6,100,3.28
10007157,The University of Sheffield,15,Archaeology,15,100,2.94
10007157,The University of Sheffield,17,Business and Management Studies,139.85,100,3.25
10007157,The University of Sheffield,18,Law,34.5,100,3.34
10007157,The University of Sheffield,19,Politics and International Studies,43.4,100,3.4
10007157,The University of Sheffield,21,Sociology,48.1,100,2.91
10007157,The University of Sheffield,23,Education,27.7,100,3.38
10007157,The University of Sheffield,25,Area Studies,18.8,100,3.21
10007157,The University of Sheffield,26,Modern Languages and Linguistics,26.5,100,2.99
10007157,The University of Sheffield,27,English Language and Literature,49.2,100,3.41
10007157,The University of Sheffield,28,History,38.7,100,3.22
10007157,The University of Sheffield,30,Philosophy,17.2,100,3.18
10007157,The University of Sheffield,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",13,100,3.32
10007157,The University of Sheffield,34,"Communication, Cultural and Media Studies, Library and Information Management",44.7,100,3.4
10005790,Sheffield Hallam University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",31.6,15,2.69
